time,temperature_2m_max,precipitation_sum,windspeed_10m_max,city
2025-02-12,11.9,0.1,17.1,Tokyo
2025-02-13,11.0,0.7,30.2,Tokyo
2025-02-14,13.5,0.0,13.4,Tokyo
2025-02-15,13.3,0.0,15.0,Tokyo
2025-02-16,16.4,0.0,10.2,Tokyo
2025-02-17,14.7,0.5,23.3,Tokyo
2025-02-18,8.8,0.0,16.8,Tokyo
2025-02-19,7.4,0.0,21.6,Tokyo
2025-02-20,9.7,0.0,16.0,Tokyo
2025-02-21,9.5,0.0,12.9,Tokyo
2025-02-22,7.9,0.0,18.8,Tokyo
2025-02-23,9.2,0.0,13.3,Tokyo
2025-02-24,8.4,0.1,17.8,Tokyo
2025-02-25,11.8,0.0,17.0,Tokyo
2025-02-26,16.9,0.0,14.0,Tokyo
2025-02-27,15.0,0.0,12.2,Tokyo
2025-02-28,15.8,0.0,9.7,Tokyo
2025-03-01,19.5,0.0,15.8,Tokyo
2025-03-02,20.4,0.0,9.6,Tokyo
2025-03-03,14.3,29.5,18.2,Tokyo
2025-03-04,5.5,6.7,15.7,Tokyo
2025-03-05,8.0,17.0,18.2,Tokyo
2025-03-06,10.2,1.2,19.9,Tokyo
2025-03-07,9.0,0.1,24.1,Tokyo
2025-03-08,5.4,5.7,10.2,Tokyo
2025-03-09,11.1,0.0,15.7,Tokyo
2025-03-10,12.8,0.0,11.4,Tokyo
2025-03-11,11.9,1.7,10.8,Tokyo
2025-03-12,14.4,15.8,7.5,Tokyo
2025-03-13,18.9,0.0,13.8,Tokyo
2025-03-14,16.6,0.0,17.2,Tokyo
2025-03-15,11.3,1.3,14.1,Tokyo
2025-03-16,7.6,19.4,21.9,Tokyo
2025-03-17,14.6,0.6,22.6,Tokyo
2025-03-18,10.7,0.8,15.1,Tokyo
2025-03-19,8.5,29.2,23.8,Tokyo
2025-03-20,12.0,0.0,15.2,Tokyo
2025-03-21,15.3,0.0,10.2,Tokyo
2025-03-22,20.5,0.0,9.4,Tokyo
2025-03-23,23.3,0.0,9.9,Tokyo
2025-03-24,18.4,0.2,11.4,Tokyo
2025-03-25,22.4,0.1,14.3,Tokyo
2025-03-26,23.9,0.0,17.5,Tokyo
2025-03-27,21.5,0.0,22.6,Tokyo
2025-03-28,24.7,11.2,20.2,Tokyo
2025-03-29,12.9,11.9,13.5,Tokyo
2025-03-30,12.8,0.7,16.0,Tokyo
2025-03-31,7.5,2.2,11.1,Tokyo
2025-04-01,6.0,29.0,21.0,Tokyo
2025-04-02,12.5,28.2,20.5,Tokyo
2025-04-03,9.6,8.4,10.0,Tokyo
2025-04-04,15.3,0.0,16.2,Tokyo
2025-04-05,15.1,0.0,13.5,Tokyo
2025-04-06,17.9,1.5,17.1,Tokyo
2025-04-07,17.0,2.6,12.1,Tokyo
2025-04-08,18.5,0.1,15.7,Tokyo
2025-04-09,20.3,0.0,18.2,Tokyo
2025-04-10,20.7,1.2,20.3,Tokyo
2025-04-11,19.7,8.9,8.7,Tokyo
2025-04-12,19.1,0.0,12.5,Tokyo
2025-04-13,14.9,7.2,14.9,Tokyo
2025-04-14,20.7,20.4,13.9,Tokyo
2025-04-15,19.7,1.0,24.6,Tokyo
2025-04-16,20.3,0.0,11.9,Tokyo
2025-04-17,22.5,0.0,18.5,Tokyo
2025-04-18,23.8,0.0,13.5,Tokyo
2025-04-19,27.5,0.0,12.1,Tokyo
2025-04-20,23.8,0.0,15.8,Tokyo
2025-04-21,24.5,0.0,15.9,Tokyo
2025-04-22,23.4,0.0,23.0,Tokyo
2025-04-23,20.5,17.8,19.8,Tokyo
2025-04-24,24.0,0.0,11.4,Tokyo
2025-04-25,20.8,3.5,13.1,Tokyo
2025-04-26,16.7,1.7,10.5,Tokyo
2025-04-27,21.4,0.0,20.2,Tokyo
2025-04-28,22.6,11.7,16.7,Tokyo
2025-04-29,21.8,3.1,16.0,Tokyo
2025-04-30,21.6,0.0,13.5,Tokyo
2025-05-01,22.9,0.0,19.0,Tokyo
2025-05-02,18.8,80.8,28.0,Tokyo
2025-05-03,22.4,0.0,18.3,Tokyo
2025-05-04,22.0,1.6,16.3,Tokyo
2025-05-05,21.4,0.0,16.7,Tokyo
2025-05-06,16.4,17.1,13.9,Tokyo
2025-05-07,20.9,2.3,20.3,Tokyo
2025-05-08,21.1,0.0,13.4,Tokyo
2025-05-09,21.6,2.6,19.0,Tokyo
2025-05-10,22.2,8.2,21.2,Tokyo
2025-05-11,24.5,1.9,13.1,Tokyo
2025-05-12,19.7,9.4,9.1,Tokyo
2025-05-13,23.0,0.0,10.9,Tokyo
2025-05-14,24.0,0.0,8.4,Tokyo
2025-05-15,25.1,0.0,12.4,Tokyo
2025-05-16,25.8,0.0,12.5,Tokyo
2025-05-17,23.3,23.8,23.3,Tokyo
2025-05-18,26.9,0.4,11.4,Tokyo
2025-05-19,21.8,3.3,13.3,Tokyo
2025-05-20,28.5,0.0,10.6,Tokyo
2025-05-21,28.4,0.0,15.8,Tokyo
2025-05-22,26.8,3.9,11.5,Tokyo
2025-05-23,22.8,0.0,12.8,Tokyo
2025-05-24,21.2,3.0,11.2,Tokyo
2025-05-25,25.4,23.4,14.1,Tokyo
2025-05-26,20.0,0.0,10.6,Tokyo
2025-05-27,19.6,0.5,9.5,Tokyo
2025-05-28,23.0,5.7,11.2,Tokyo
2025-05-29,22.5,3.4,11.5,Tokyo
2025-05-30,17.4,31.3,17.4,Tokyo
2025-05-31,17.2,31.9,25.3,Tokyo
2025-06-01,22.5,1.8,9.0,Tokyo
2025-06-02,23.4,0.1,12.7,Tokyo
2025-06-03,20.0,28.0,16.9,Tokyo
2025-06-04,26.7,3.9,10.6,Tokyo
2025-06-05,25.7,0.5,13.2,Tokyo
2025-06-06,26.9,0.0,19.5,Tokyo
2025-06-07,27.5,0.0,14.2,Tokyo
2025-06-08,26.8,0.8,9.9,Tokyo
2025-06-09,25.6,5.1,12.7,Tokyo
2025-06-10,21.8,18.2,8.0,Tokyo
2025-06-11,24.5,10.3,18.9,Tokyo
2025-06-12,27.1,0.4,8.4,Tokyo
2025-06-13,25.1,0.0,10.8,Tokyo
2025-06-14,25.0,14.4,23.1,Tokyo
2025-06-15,29.5,22.3,23.9,Tokyo
2025-06-16,30.3,6.2,10.7,Tokyo
2025-06-17,32.9,0.0,11.1,Tokyo
2025-06-18,32.5,0.0,9.1,Tokyo
2025-06-19,32.1,0.0,11.6,Tokyo
2025-06-20,30.2,0.6,12.9,Tokyo
2025-06-21,31.4,0.0,16.5,Tokyo
2025-06-22,33.2,0.0,20.0,Tokyo
2025-06-23,32.7,0.0,19.0,Tokyo
2025-06-24,29.0,1.8,10.6,Tokyo
2025-06-25,29.0,11.7,11.2,Tokyo
2025-06-26,31.0,3.7,10.8,Tokyo
2025-06-27,31.0,3.3,9.9,Tokyo
2025-06-28,32.3,0.0,12.3,Tokyo
2025-06-29,32.5,0.7,11.9,Tokyo
2025-06-30,34.6,0.0,13.6,Tokyo
2025-07-01,33.8,1.0,9.6,Tokyo
2025-07-02,31.6,7.0,6.8,Tokyo
2025-07-03,32.4,3.9,12.7,Tokyo
2025-07-04,29.3,,8.1,Tokyo
2025-07-05,,,,Tokyo
